Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;7/10/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Azerbaijan;AZE;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Burundi;BDI;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belgium;BEL;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;BEN;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,444573882;0,495819813;0,549346968;0,605155346;0,663244948;0,723615773;0,786267821;0,851201093;0,918415589;0,987911308;1,055800454;1,120339686;1,18671753;1,254933987;1,324989056;1,396882736;1,470615029;1,546185934;1,623595452;1,702843581;1,783930323;1,783930323;1,783930323;;
Burkina Faso;BFA;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,926886707;0,926886707;1,325878683;1,72131056;2,113182338;2,501494016;2,886245594;3,267437073;3,645068453;4,019139732;4,389650912;4,756601993;5,119992974;5,479823855;5,836094637;6,188805319;6,537955901;6,883546384;7,225576768;7,564047052;7,898957236;8,26998369;8,636642614;;
Bangladesh;BGD;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,362511505;8,028356005;8,694200506;9,360045006;10,02588951;10,77549207;11,53688075;12,3106368;13,09487536;13,88959645;14,69480004;15,51048615;16,33665478;17,17330592;18,70472145;20,31161028;21,99516352;23,75657226;25,59702758;27,51772059;29,51984237;31,26581722;32,43919097;;
Bulgaria;BGR;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,93378218;51,46192835;51,03615826;50,65672542;50,32388335;50,03788557;49,79898561;49,60743699;49,46349322;49,36740783;50,12379353;51,13846283;52,20362398;53,31953052;54,48643597;55,70459384;56,97425765;58,29568094;58,92045385;59,54720554;60,17593599;60,80664523;61,43933323;;
Bahrain;BHR;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas, The;BHS;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;BIH;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belarus;BLR;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73,3417747;73,3417747;73,3417747;73,3417747;71,93119168;70,37221334;68,82559474;67,29142081;65,76977648;64,26074667;62,76441633;61,28087039;59,81019378;58,35247142;56,90778827;55,47622924;54,05787928;52,98391694;51,90631492;50,82507323;49,74019186;48,65167082;48,65476076;;
Belize;BLZ;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bermuda;BMU;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;BOL;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;BRA;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbados;BRB;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brunei Darussalam;BRN;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;BTN;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,47806485;33,47806485;34,86744164;36,25681843;37,64619522;39,03557201;40,4249488;41,81432558;43,20370237;44,4257551;45,56143651;46,69507015;47,82665602;48,95619412;50,08368445;51,20912701;52,3325218;53,45386882;54,57316808;55,69041956;56,80562328;57,91877923;57,91877923;;
Botswana;BWA;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Central African Republic;CAF;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,322319406;9,320484162;9,318648919;9,316655104;9,314355005;9,101274155;8,888297431;8,675424834;8,462656363;8,249992019;8,037431801;7,824975711;7,612623746;7,400375909;7,188232198;6,976192614;6,764257156;6,552425825;6,340698621;6,129075543;5,917556592;5,706141767;5,706141767;;
Canada;CAN;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76,85278467;76,85278467;76,85278467;77,29506685;77,73734903;78,15240939;78,54125282;78,92940395;79,31686127;79,70362327;80,08968844;80,47505527;80,85972226;81,24368789;81,62695065;82,00950904;82,39136154;82,77250664;83,18111261;83,58939338;83,55933814;83,5292829;83,5292829;;
Central Europe and the Baltics;CEB;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Switzerland;CHE;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,5473183;95,5473183;95,5473183;95,5473183;95,5473183;95,5473183;95,5473183;95,5473183;95,5473183;95,5473183;95,5473183;95,88923655;96,23115479;96,58510916;97,01729831;97,44948745;97,8816766;98,3090513;98,73040794;99,15176458;99,57312122;99,57312122;99,57312122;;
Channel Islands;CHI;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chile;CHL;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;CHN;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,268054625;5,273643152;5,844001452;6,720133876;7,682274656;8,730690525;9,865648217;11,08741447;12,39625601;13,79243958;15,2762319;16,84789973;18,50770978;20,25592879;22,09282351;24,01866065;26,03370696;28,13822917;30,33249402;32,61676823;33,97833427;35,34265862;36,70974127;;
Cote d'Ivoire;CIV;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,526426534;4,866631836;5,206837138;5,547042441;5,887247743;6,289513045;6,700159424;7,119186881;7,546595415;7,982385027;8,426555715;8,879107481;9,340040324;9,809354244;10,28704924;10,77312532;11,26758247;11,7704207;12,28164001;12,80124039;13,32922185;13,71755817;14,10589449;;
Cameroon;CMR;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Congo, Dem. Rep.;COD;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,65325639;23,0639022;22,474548;21,88519381;21,29583962;20,70648543;20,03057715;19,35974027;18,6939748;18,03944772;17,38993805;16,74544579;16,10597092;15,47151346;14,84207341;14,21765076;13,59824551;12,98385767;12,37448723;11,77013419;11,17079856;11,17079856;11,17079856;;
Congo, Rep.;COG;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Colombia;COL;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comoros;COM;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cabo Verde;CPV;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Costa Rica;CRI;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,71374082;34,69414331;34,67454581;34,6549483;34,63535079;34,61575329;34,59615578;34,57655827;34,56120223;34,60283207;34,64429022;34,71056681;34,77628845;34,8414398;34,90600545;34,9699699;35,03331758;35,09603281;35,15809987;35,21950292;35,28022607;35,39766578;35,60075894;;
Caribbean small states;CSS;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuba;CUB;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,56521139;52,91962873;53,27404607;53,62846341;53,98288075;54,08266838;54,17915912;54,27235296;54,36224991;54,44884996;54,53215312;54,61215938;54,68886875;54,76228123;54,83239681;54,8992155;54,9627373;55,0229622;55,07989021;55,13352132;55,18385554;55,23089287;55,95234651;;
Curacao;CUW;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cayman Islands;CYM;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cyprus;CYP;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Czechia;CZE;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Germany;DEU;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90,63954861;90,63954861;90,63954861;90,63954861;90,68980809;90,74006756;90,79032704;90,84058652;90,890846;90,94110548;90,99136496;91,04162444;91,09188391;91,14214339;91,19240287;91,24266235;91,29292183;91,34318131;91,39344079;91,39344079;91,39344079;91,39344079;91,39344079;;
Djibouti;DJI;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,92345324;10,92345324;10,92345324;10,92345324;10,92345324;11,57932309;12,2367919;12,89585967;13,5565264;14,21879208;14,88265673;15,54812033;16,2151829;16,88384442;17,5541049;18,22596434;18,89942274;19,5744801;20,25113641;20,92939169;20,92939169;20,92939169;20,92939169;;
Dominica;DMA;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denmark;DNK;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dominican Republic;DOM;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,97603931;58,37697462;57,88728614;57,39518459;56,90066996;56,40374225;55,90440146;55,4026476;54,89848066;54,39190064;53,88290755;53,37150138;52,85768213;52,3414498;51,8228044;51,30174592;50,77827437;50,25238974;49,72409203;49,19338124;48,66025738;48,12472044;47,58677042;;
Algeria;DZA;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,40426057;48,80699418;49,20972778;49,61246139;50,015195;50,41792861;50,82066222;51,22339583;51,62612944;52,02886304;52,43159665;52,83433026;53,15619775;53,47684175;53,79626226;54,11445928;54,43143281;54,74718285;55,0617094;55,37501246;55,68709203;55,99794811;55,99794811;;
East Asia & Pacific (excluding high income);EAP;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,65713025;10,81016667;11,62362597;12,56375241;13,56031641;14,63420488;15,77740622;17,02897638;18,3308701;19,68661037;21,11391264;22,59202006;24,12771846;25,72728521;27,38719999;29,10726545;30,88523643;32,72115775;34,61454268;36,56188877;37,85338457;39,14147118;40,40611696;;
Early-demographic dividend;EAR;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,330986589;10,33875518;11,46636186;12,60908413;14,61324795;16,47952124;18,38931366;20,37041136;22,38024049;24,40346911;26,44966044;28,51660732;30,60666042;32,71665194;34,89051491;37,08090689;39,28790938;41,4350054;43,5229299;45,60815598;47,67869144;49,66247597;51,53541484;;
East Asia & Pacific;EAS;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,26788664;14,57169218;15,32096209;16,17790208;17,08702241;18,077424;19,14597356;20,32747986;21,56039004;22,84390866;24,19583872;25,64568519;27,16473881;28,73884431;30,36818343;32,05345258;33,79259026;35,58150187;37,41778831;39,30092596;40,62814922;41,94893463;43,25435948;;
Europe & Central Asia (excluding high income);ECA;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe & Central Asia;ECS;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62,3702225;61,99996171;62,23936684;62,48933168;62,84566916;63,18448308;63,51909793;63,8125933;64,10636738;64,40954332;64,7673247;65,14444989;65,51835238;65,88569174;66,25173372;66,63320186;66,98329789;67,43269685;67,80709777;68,35568223;68,55861527;68,78785858;69,28233731;;
Ecuador;ECU;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,50614181;43,27729755;44,04845328;44,81960901;45,59076474;46,43586002;47,28341502;48,13342976;48,98590422;49,84083842;50,69823234;51,558086;52,42039938;53,28517249;54,15240534;55,02209791;55,89425022;56,76886225;57,64593402;58,52546551;59,40745673;60,29190769;61,00595321;;
Egypt, Arab Rep.;EGY;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46,1539663;46,13672579;46,11871698;46,09993988;47,06134171;48,02723142;48,99760903;49,97247452;50,9518279;51,93566916;52,92399832;53,91681536;54,91412029;55,91591311;56,92219381;57,9329624;58,94821888;59,96796325;60,99219551;62,02091565;63,05412368;63,05412368;63,05412368;;
Euro area;EMU;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;ERI;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spain;ESP;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estonia;EST;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;ETH;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,428269849;0,656233159;0,884236769;1,112240378;1,3262298;1,535451006;1,739903998;1,939588775;2,134505337;2,324653684;2,510033817;2,690645735;2,866489438;3,036777902;3,202196874;3,362750594;3,518443306;3,669279249;3,815262666;3,956397797;4,092688885;4,224140171;4,224140171;;
European Union;EUU;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fragile and conflict affected situations;FCS;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,36152605;19,46245399;19,56295359;19,66214527;19,75788999;19,85306612;19,95296196;20,05621779;20,15085698;20,2689132;20,32076672;;
Finland;FIN;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;FJI;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,96909289;43,96909289;43,96909289;44,8945644;45,82003591;46,74550743;47,54151214;48,33248999;49,11844097;49,89936508;50,67526233;51,44613271;52,21197622;52,97279286;53,72858264;54,47934555;55,2250816;55,96579077;56,70147308;57,43212853;57,65357419;57,49034675;57,32711931;;
France;FRA;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faroe Islands;FRO;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Micronesia, Fed. Sts.;FSM;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;GAB;People using safely managed sanitation services, rural (% of rural population);SH.STA.SMSS.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
