Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;7/10/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Bangladesh;BGD;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,72302727;93,90784627;94,09266526;94,27748426;94,46230325;94,68565184;94,9091509;95,13280044;95,35660045;95,58055094;95,8046519;96,02890334;96,25330525;96,47785763;96,70256049;96,92741383;97,15241763;97,37757192;97,60287668;97,82833191;98,05393762;98,23215211;98,31534702;;
Bulgaria;BGR;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,7965263;99,68324227;99,56995823;99,4566742;99,34339017;99,23010614;99,11682211;99,00353807;98,89025404;98,77697001;98,66368598;98,55040195;98,43711791;98,32383388;98,21054985;98,09726582;97,98398179;97,87069775;97,75741372;97,64412969;97,53084566;97,41756163;97,30427759;;
Bahrain;BHR;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas, The;BHS;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;BIH;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,25555804;96,35999297;96,46406708;96,56778037;96,67113284;96,7741245;96,87675533;96,97902535;97,08093455;97,18248294;97,2836705;97,38449725;97,35944959;97,425;97,33333333;97,33333333;97,33333333;97,33333333;97,33333333;97,33333333;97,33333333;97,33333333;97,33333333;;
Belarus;BLR;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,467029;99,467029;99,467029;99,467029;99,33714885;99,18121627;99,02540576;98,86971733;98,71415098;98,55870669;98,40338449;98,24818435;98,0931063;97,93815032;97,78331641;97,62860458;97,47401482;97,31954714;97,16520153;97,010978;97,34886133;98,14325553;98,06971256;;
Belize;BLZ;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84,26452589;85,0111807;85,7578355;86,50449031;87,25114511;87,99779992;88,74445472;89,49110953;90,23776433;90,98441914;91,76141962;92,5389141;93,31690258;94,09538507;94,87436157;95,65383206;96,43379657;97,21425507;97,99520758;97,99520758;97,99520758;97,99520758;97,99520758;;
Bermuda;BMU;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;BOL;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,16700573;58,24491085;59,3239028;60,40398159;61,48514721;62,56739968;63,65073897;64,73516511;65,82067808;66,90727788;67,99496453;69,08373801;70,17359832;71,26454547;72,35657946;73,44970028;74,54390794;75,63920244;76,73558377;77,79307608;78,85056839;79,9080607;80,965553;;
Brazil;BRA;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73,3094559;74,33922739;75,36899887;76,39877036;77,42854184;78,45831333;79,48808481;80,5178563;81,54762778;82,57739927;83,60717075;84,63694224;85,66671372;86,69648521;87,72625669;88,75602818;89,16366243;90,81557114;91,84534263;93,12409622;95,94525953;97,98709219;97,98709219;;
Barbados;BRB;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brunei Darussalam;BRN;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;BTN;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77,86231448;79,09589735;80,36667544;81,63859591;82,91165876;84,18586399;85,4612116;86,73770159;88,01533396;89,29410871;90,57402583;91,85508534;93,13728723;94,4206315;95,70511814;96,99074717;98,00591884;98,66316942;98,70851778;98,75386614;98,7992145;98,84456287;98,84456287;;
Botswana;BWA;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,54882196;53,65629973;53,76377749;53,87125525;53,97873302;54,08621078;55,84548523;57,61131141;59,38368933;61,16261899;62,94810038;64,74013351;66,53871838;68,34385499;70,15554334;71,97378342;73,79857524;75,6299188;77,4678141;79,31226113;79,46560106;79,61894098;79,61894098;;
Central African Republic;CAF;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,41272735;43,52351837;42,64208859;41,768438;40,90256659;40,04447438;39,19416136;38,35162754;37,5168729;36,68989745;35,8707012;35,05928413;34,25564626;33,45978758;32,67170809;31,89140779;31,11888668;30,35414476;29,59718203;28,8479985;28,10659415;27,372969;27,372969;;
Canada;CAN;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,14436782;98,14436782;98,14436782;98,14436782;98,14436782;98,20544302;98,26651823;98,32759343;98,38866864;98,44974385;98,51081905;98,57189426;98,63296946;98,69404467;98,75511987;98,81619508;98,87727028;98,93834549;98,99942069;99,0604959;99,0604959;99,0604959;99,0604959;;
Central Europe and the Baltics;CEB;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,24270124;98,2754829;98,3023766;98,39234823;98,46526972;98,01598219;97,56091948;97,09913348;96,57866173;96,04903594;95,51105174;94,96031379;94,40262491;93,84778105;93,2567247;92,70577717;92,15028258;92,1475328;;
Switzerland;CHE;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;
Channel Islands;CHI;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chile;CHL;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75,03503785;76,5038819;77,97272594;79,44156998;80,91041403;82,37925807;83,84810211;85,31694616;86,7857902;88,25463424;89,72347829;91,19232233;92,66116637;94,13001042;95,59885446;97,0676985;98,53654255;100;100;100;100;100;100;;
China;CHN;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68,38058537;68,38058537;69,65385325;70,92410686;72,19134621;73,45557131;74,71678213;75,9749787;77,23016101;78,48232905;79,73148284;80,97762236;82,22074762;83,46085862;84,69795535;85,93203783;87,16310604;88,39115999;89,61619968;90,83822511;92,05723628;93,96873566;96,40160752;;
Cote d'Ivoire;CIV;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55,26930505;55,39720334;55,52520415;55,6533075;55,78151338;55,90982178;56,03823272;56,16674618;56,29536218;56,4240807;56,55290176;56,68182534;56,81085146;56,9399801;57,06921128;57,19854498;57,32798122;57,45751998;57,58716128;57,7169051;57,84675145;57,94709571;58,04743996;;
Cameroon;CMR;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,2317384;35,13808023;36,03602547;36,92557411;37,80672615;38,6794816;39,54384044;40,39980269;41,24736834;42,0865374;42,91730985;43,73968571;44,55366497;45,35924763;46,1564337;46,94522316;47,72561603;48,4976123;49,26121198;50,01641505;50,76322153;51,50163141;52,46117784;;
Congo, Dem. Rep.;COD;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,61185476;19,42996068;19,24024305;19,04270188;18,83733718;18,62414893;18,40313713;18,1743018;17,93764292;17,69316051;17,44085455;17,18072505;16,912772;16,63699542;16,35339529;16,06197163;15,76272442;15,45565366;15,14075937;14,81804154;14,48750016;14,14913524;13,80294678;;
Congo, Rep.;COG;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,01043776;18,01043776;18,24271364;18,47498951;20,1831506;21,9279619;23,70942339;25,52753509;27,38229699;29,27370909;31,20177139;33,1664839;35,1678466;37,20585951;39,28052263;41,39183594;43,53979946;45,72441318;45,72441318;45,72441318;45,72441318;45,72441318;;;
Colombia;COL;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73,94380514;74,52274044;75,10157562;75,68031069;76,25894564;76,83748047;77,41591518;77,99424978;78,57248427;79,15061863;79,72865288;80,30658702;80,88442103;81,46215493;82,03978872;82,61732238;83,19475593;83,77208937;84,34932268;84,92645588;85,50348897;86,08042194;86,65725479;;
Comoros;COM;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,45377133;91,14860534;90,04193288;88,94064534;87,84474273;86,75422504;85,66909228;84,58934444;83,51498152;82,44600353;81,38241046;80,32420232;79,2713791;78,2239408;77,18188743;76,91172345;76,91172345;76,91172345;76,91172345;76,91172345;;;;;
Cabo Verde;CPV;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69,55447891;69,76932991;69,98418091;70,19903191;70,41388291;70,6287339;70,8435849;71,0584359;71,2732869;71,4881379;71,70298889;71,91783989;72,13269089;72,34754189;72,56239289;73,53338322;75,07864809;76,63173191;78,19263469;79,76135643;81,33789713;82,9222568;82,9222568;;
Costa Rica;CRI;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87,70691464;88,37219585;89,03747706;89,70275828;90,36803949;91,0333207;91,69860191;92,36388312;93,02916433;93,69444554;94,37151348;95,04874762;95,72614797;96,40371452;97,08144727;97,75934623;98,43741139;99,11564276;99,62139;99,63382;99,64625;99,64625;99,64625;;
Caribbean small states;CSS;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuba;CUB;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77,60432038;78,1405878;78,67685522;79,21312264;79,74939006;80,37328868;80,99835796;81,6245979;82,25200851;82,88058978;83,51034172;84,14126432;84,77335759;85,40662151;86,0410561;86,67666136;87,31343728;87,95138386;88,59050111;89,23078902;89,87224759;91,28010066;91,83093652;;
Curacao;CUW;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cayman Islands;CYM;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cyprus;CYP;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,92802213;99,92802213;99,92802213;99,92288086;99,91773958;99,91259831;99,90745703;99,90231575;99,89717448;99,8920332;99,88689193;99,88175065;99,87660937;99,8714681;99,86632682;99,86118554;99,85604427;99,85090299;99,84576172;99,84576172;99,84576172;99,84576172;99,84576172;;
Czechia;CZE;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,60770922;99,60770922;99,62385461;99,64;99,65614539;99,67229078;99,68843617;99,70458156;99,72072696;99,73687235;99,75301774;99,76916313;99,78530852;99,80145391;99,8175993;99,8175993;99,8175993;99,8175993;99,8175993;99,8175993;99,8175993;99,8175993;99,8175993;;
Germany;DEU;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;
Djibouti;DJI;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54,30347568;53,93385764;53,5642396;53,19462156;52,82500352;52,45538548;52,08576744;51,7161494;51,34653137;50,97691333;50,60729529;50,23767725;49,86805921;49,49844117;49,12882313;48,75920509;48,38958705;48,01996901;47,65035097;47,28073293;47,28073293;47,28073293;47,28073293;;
Dominica;DMA;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denmark;DNK;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;
Dominican Republic;DOM;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81,19153299;81,66197561;82,13347773;82,60603934;83,07966044;83,55434104;84,03008113;84,50688071;84,98473979;85,46365836;85,94363642;86,42467398;86,90677104;87,38992758;87,87414362;88,35941916;88,84575419;89,33314871;89,82160273;90,31111624;90,80168924;91,29332174;91,4289784;;
Algeria;DZA;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,41060174;83,73746924;84,06433674;84,39120424;84,71807174;85,04493924;85,37180674;85,69867424;86,02554174;86,35240924;86,67927674;87,00614424;87,34267638;87,67928086;88,01595769;88,35270686;88,68952838;89,02642224;89,36338845;89,70042701;90,03753791;90,37472115;90,37472115;;
East Asia & Pacific (excluding high income);EAP;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68,84583897;69,11199226;70,25338822;71,40612161;72,55243484;73,69073481;74,82015541;75,94584424;77,06728484;78,18184021;79,28756464;80,39041327;81,48924728;82,58276716;83,67048871;84,75254377;85,82926415;86,90072617;87,98519268;89,05561757;90,09378459;91,54276366;93,20136082;;
Early-demographic dividend;EAR;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72,51326702;73,19825294;73,89186125;74,59291498;75,29187723;75,99119688;76,68620143;77,38030277;78,07758545;78,76713642;79,45391228;80,14312401;80,83032825;81,51331245;82,19347653;82,87301384;83,55274132;84,21145431;84,88629222;85,55849411;86,21668659;86,90075464;87,48083696;;
East Asia & Pacific;EAS;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68,93893143;69,20660185;70,34565282;71,49632518;72,64045645;73,77662018;74,90394469;76,02784142;77,14753698;78,26035041;79,36392548;80,46403892;81,560101;82,6507737;83,73655756;84,81560217;85,88927996;86,9575529;88,03852923;89,10533221;90,13979638;91,58248245;93,23394195;;
Europe & Central Asia (excluding high income);ECA;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,80038377;84,13581632;84,58502774;85,03928288;85,49178464;85,94952011;86,44072322;86,91388859;87,39750944;87,88095606;88,37407421;88,87353434;89,37751884;90,06173133;90,59631486;91,15669465;91,69104947;92,23750647;92,73287715;93,22300368;93,55346453;93,73616643;94,07264879;;
Europe & Central Asia;ECS;People using at least basic drinking water services, rural (% of rural population);SH.H2O.BASW.RU.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,2942868;91,41510978;91,61646217;91,82574266;92,03594173;92,60549969;92,81509524;93,0255837;93,19919409;93,41016797;93,5418011;93,66601835;93,80181139;93,99613294;94,13746627;94,29169301;94,43653918;94,58575087;94,71897062;94,84737246;94,92380304;94,94690601;95,1607666;;
