Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;7/10/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Armenia;ARM;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,74528281;98,81965012;98,89404018;98,96845301;99,04288859;99,11734692;99,19182802;99,26633187;99,34085848;99,41540785;99,48997997;99,56457485;99,63919249;99,71383288;99,78011143;99,80136501;99,82261858;99,84387215;99,86512573;99,8863793;99,90763287;99,92888645;99,95014002;;
American Samoa;ASM;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Antigua and Barbuda;ATG;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,41458012;98,41458012;98,41458012;98,41458012;98,41458012;98,41458012;98,41458012;98,41458012;98,41458012;98,41458012;98,41458012;98,41458012;98,41458012;98,41458012;;
Australia;AUS;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,835;99,835;99,835;99,845;99,855;99,865;99,875;99,885;99,895;99,905;99,915;99,925;99,935;99,945;99,955;99,965;99,965;99,965;99,965;99,965;99,965;99,965;99,965;;
Austria;AUT;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;
Azerbaijan;AZE;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,65707187;92,15723248;92,65862825;93,16125916;93,66512522;94,17022642;94,67656278;95,18413428;95,69294092;96,20298272;96,71425966;97,22677175;97,74051899;98,25550138;98,77171891;99,19758699;99,38042164;99,56325629;99,74609095;99,9289256;100;100;100;;
Burundi;BDI;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82,0481219;82,5061397;82,96368176;83,4207481;83,87733872;84,33345361;84,78909277;85,24425621;85,69894392;86,15315591;86,60689217;87,0601527;87,51293751;87,9652466;88,41707995;88,86843759;89,31931949;89,76972568;90,21965613;90,66911086;90,66911086;90,66911086;90,66911086;;
Belgium;BEL;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;
Benin;BEN;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77,11345794;76,96640757;76,81949584;76,67272273;76,52608825;76,3795924;76,23323518;76,08701659;75,94093663;75,7949953;75,6491926;75,50352853;75,35800309;75,21261628;75,0673681;74,92225854;74,77728762;74,63245533;74,48776167;74,34320664;74,19879024;74,13473674;74,07068325;;
Burkina Faso;BFA;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78,85769375;78,85769375;78,94797931;79,03784965;79,12730478;79,21634469;79,30496939;79,39317887;79,48097314;79,5683522;79,65531604;79,74186467;79,82799808;79,91371628;79,99901927;80,08390704;80,16837959;80,25243694;80,33607907;80,41930598;80,50211768;80,67913513;80,85615259;;
Bangladesh;BGD;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,36860479;98,41415184;98,4596989;98,50524596;98,55079302;98,5026652;98,45445084;98,40614993;98,35776247;98,30928847;98,26072792;98,21208082;98,16334717;98,11452698;98,06562024;98,01662695;97,96754711;97,91838073;97,8691278;97,81978833;97,7703623;97,72084973;97,76566114;;
Bulgaria;BGR;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,8204606;99,81074778;99,80103496;99,79132214;99,78160932;99,7718965;99,76218367;99,75247085;99,74275803;99,73304521;99,72333239;99,71361957;99,70390675;99,69419393;99,68448111;99,67476829;99,66505547;99,65534265;99,64562983;99,635917;99,62620418;99,61649136;99,60677854;;
Bahrain;BHR;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas, The;BHS;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;BIH;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,64831223;98,37779868;98,1071157;97,83626329;97,56524145;97,29405018;97,02268948;96,75115935;96,47945979;96,2075908;95,93555238;95,66334453;95,39096725;95,11842054;94,8457044;94,8457044;94,8457044;94,8457044;94,8457044;94,8457044;94,8457044;94,8457044;94,8457044;;
Belarus;BLR;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,87957021;97,87957021;97,87957021;97,87957021;97,93447963;97,98938903;98,0442984;98,09920775;98,15411707;98,20902637;98,26393565;98,3188449;98,37375412;98,42866332;98,4835725;98,53848165;98,59339077;98,64829988;98,70320895;98,758118;98,98783997;99,45055277;99,45053039;;
Belize;BLZ;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,24051984;91,77783974;92,31515964;92,85247954;93,38979944;93,92711934;94,46443924;95,00175913;95,53907903;96,07639893;96,57273064;97,06860643;97,56402631;98,05899028;98,55349833;99,00529;98,96318;98,92107;98,87896;98,87896;98,87896;98,87896;98,87896;;
Bermuda;BMU;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,99414291;99,98655933;99,97897576;99,97139218;99,96380861;99,95622504;99,94864146;99,94105789;99,93347431;99,92589074;99,91830717;99,91072359;99,90314002;99,90314002;99,90314002;99,90314002;99,90314002;99,90314002;99,90314002;99,90314002;99,90314002;99,90314002;99,90314002;;
Bolivia;BOL;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,3701395;95,559425;95,74871815;95,93801896;96,12732744;96,31664357;96,50596737;96,69529883;96,88463794;97,07398472;97,26333916;97,45270126;97,64207102;97,83144844;98,02083352;98,21022626;98,39962667;98,58903473;98,77845046;98,96585104;99,15325162;99,3406522;99,52805277;;
Brazil;BRA;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,14203579;98,21954214;98,29704849;98,37455484;98,45206119;98,52956754;98,60707388;98,68458023;98,76208658;98,83959293;98,91709928;98,99460563;99,07211198;99,14961832;99,22712467;99,30463102;99,38213737;99,66213725;99,73980139;99,81746554;99,82200131;99,82213934;99,82213934;;
Barbados;BRB;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brunei Darussalam;BRN;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;BTN;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,56350032;95,60416245;95,79388201;95,9837283;96,17370134;96,36380111;96,55402763;96,74438088;96,93486088;97,12546761;97,31620108;97,50706129;97,69804825;97,88916194;98,08040237;98,27176954;98,46326345;98,6548841;98,84663149;99,03850562;99,23050649;99,50126101;99,50126101;;
Botswana;BWA;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,17493874;94,09839225;94,02184576;93,94529927;93,86875278;93,79220629;94,07577884;94,35876311;94,64115908;94,92296678;95,20418618;95,4848173;95,76486013;96,04431468;96,32318093;96,6014589;96,87914859;97,15624998;97,43276309;97,70868792;97,62802342;97,54735892;97,54735892;;
Central African Republic;CAF;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,19633611;81,44785001;79,70691681;77,9735365;76,24770909;74,52943459;72,81871298;71,11554428;69,41992847;67,73186556;66,05135555;64,37839844;62,71299424;61,05514293;59,40484452;57,76209901;56,1269064;54,49926669;52,87917988;51,26664596;49,66166495;48,06423684;48,06423684;;
Canada;CAN;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,50653212;99,50653212;99,50653212;99,50653212;99,50653212;99,48998183;99,47343153;99,45688123;99,44033093;99,42378064;99,40723034;99,39068004;99,37412975;99,35757945;99,34102915;99,32447885;99,30792856;99,29137826;99,27482796;99,25827766;99,25827766;99,25827766;99,25827766;;
Central Europe and the Baltics;CEB;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,68520095;99,69129504;99,69821728;99,70589776;99,71379025;99,72183802;99,72964885;99,73665778;99,74346985;99,75069938;99,63687777;99,52263048;99,40741683;99,30158122;99,2089194;99,09308565;98,97673297;98,85961417;98,74186009;98,61988101;98,50754252;98,39408802;98,40077746;;
Switzerland;CHE;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;
Channel Islands;CHI;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chile;CHL;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,10075266;99,15132629;99,20189991;99,25247353;99,30304715;99,35362077;99,40419439;99,45476801;99,50534163;99,55591525;99,60648888;99,6570625;99,70763612;99,75820974;99,80878336;99,85935698;99,9099306;99,96050422;100;100;100;100;100;;
China;CHN;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,69288209;97,69288209;97,72464504;97,75641272;97,78818514;97,81996229;97,85174417;97,88353079;97,91532214;97,94711822;97,97891904;98,01072459;98,04253487;98,07434988;98,10616963;98,13799411;98,16982332;98,20165727;98,23349594;98,26533936;98,2971875;98,32904038;98,36089799;;
Cote d'Ivoire;CIV;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90,87018766;90,64561054;90,42129699;90,19724699;89,97346056;89,74993769;89,52667838;89,30368263;89,08095044;88,85848181;88,63627675;88,41433524;88,19265729;87,97124291;87,75009209;87,52920482;87,30858112;87,08822098;86,8681244;86,64829138;86,42872193;86,29353534;86,15834876;;
Cameroon;CMR;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82,71111148;82,66479999;82,61694693;82,5675523;82,5166161;82,46413832;82,41011897;82,35455804;82,29745554;82,23881147;82,17862582;82,1168986;82,05362981;81,98881944;81,9224675;81,85457399;81,7851389;81,71416224;81,641644;81,56758419;81,49198281;81,41483985;81,62940048;;
Congo, Dem. Rep.;COD;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70,71393883;70,29211545;69,86109324;69,42087221;68,97145235;68,51283366;68,04501615;67,56799981;67,08178465;66,58637066;66,08175784;65,5679462;65,04493573;64,51272644;63,97131831;63,42071137;62,86090559;62,291901;61,71369757;61,12629532;60,52969424;59,92389434;59,30889561;;
Congo, Rep.;COG;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84,70340156;84,70340156;84,85231238;85,00128421;85,15031705;85,29941091;85,44856578;85,59778166;85,74705855;85,89639646;86,04579538;86,19525531;86,34477625;86,49435821;86,64400118;86,79370516;86,94347015;87,09329616;87,09329616;87,09329616;87,09329616;87,09329616;;;
Colombia;COL;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,30423772;98,38213313;98,46002361;98,53790915;98,61578976;98,69366543;98,77153616;98,84940196;98,92726282;99,00511874;99,08296973;99,16081578;99,23865689;99,31649306;99,3943243;99,47215061;99,54997197;99,6277884;99,68787786;99,68043902;99,67300795;99,92113005;99,91807933;;
Comoros;COM;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89,65233505;90,05270836;89,91227107;89,76704619;89,61703372;89,46223367;89,30264602;89,13827078;88,96910795;88,79515754;88,61641953;88,43289393;88,24458074;88,05147997;87,8535916;88,22284558;88,22284558;88,22284558;88,22284558;88,22284558;;;;;
Cabo Verde;CPV;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87,47411331;87,47411331;87,47411331;87,47411331;87,84616033;88,21820734;88,59025436;88,96230138;89,33434839;89,70639541;90,07844243;90,45048944;90,82253646;91,19458347;91,56663049;91,93867751;92,31072452;92,68277154;93,05481856;93,1;93,1;93,209424;93,209424;;
Costa Rica;CRI;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,15033454;99,1893935;99,22845246;99,26751142;99,30657039;99,34562935;99,38468831;99,42374727;99,46280623;99,50186519;99,5050857;99,50827809;99,55867753;99,60908589;99,65950317;99,70992936;99,76036446;99,81080848;99,82687;99,83826143;99,84965286;99,84965286;99,84965286;;
Caribbean small states;CSS;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuba;CUB;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,34663573;96,3271464;96,30765708;96,28816776;96,26867843;96,22458869;96,18050891;96,13643909;96,09237923;96,04832934;96,0042894;95,96025944;95,91623943;95,87222938;95,8282293;95,78423918;95,74025903;95,69628883;95,6523286;95,60837834;95,56443803;95,52050769;95,47658731;;
Curacao;CUW;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cayman Islands;CYM;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,1392638;96,1392638;96,1392638;96,1392638;96,1392638;96,10153374;96,06380368;96,02607362;95,98834356;95,9506135;95,91288344;95,87515337;95,83742331;95,79969325;95,76196319;95,72423313;95,68650307;95,64877301;95,61104294;95,57331288;95,53558282;95,49785276;;
Cyprus;CYP;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,87174045;99,87174045;99,87174045;99,86257906;99,85341766;99,84425627;99,83509487;99,82593347;99,81677208;99,80761068;99,79844929;99,78928789;99,78012649;99,7709651;99,7618037;99,75264231;99,74348091;99,73431951;99,72515812;99,72515812;99,72515812;99,72515812;99,72515812;;
Czechia;CZE;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,87588165;99,87588165;99,87794082;99,88;99,88205918;99,88411835;99,88617753;99,8882367;99,89029588;99,89235505;99,89441423;99,89647341;99,89853258;99,90059176;99,90265093;99,90265093;99,90265093;99,90265093;99,90265093;99,90265093;99,90265093;99,90265093;99,90265093;;
Germany;DEU;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;
Djibouti;DJI;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81,93203582;82,04798209;82,16392835;82,27987462;82,39582089;82,51176716;82,62771343;82,7436597;82,85960597;82,97555224;83,09149851;83,20744478;83,32339104;83,43933731;83,55528358;83,67122985;83,78717612;83,90312239;84,01906866;84,13501493;84,13501493;84,13501493;84,13501493;;
Dominica;DMA;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denmark;DNK;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;
Dominican Republic;DOM;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,73886192;96,77563198;96,81238511;96,84912129;96,88584054;96,92254286;96,95922823;96,99589667;97,03254817;97,06918274;97,10580036;97,14240105;97,17898481;97,21555162;97,2521015;97,28863444;97,32515045;97,36164952;97,39813165;97,43459684;97,4710451;97,79626521;97,7804092;;
Algeria;DZA;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,15548024;94,23947038;94,32346052;94,40745067;94,49144081;94,57543095;94,65942109;94,74341124;94,82740138;94,91139152;94,99538166;95,07937181;95,18205803;95,28477725;95,38752947;95,4903147;95,59313293;95,69598416;95,79886839;95,90178563;96,00473586;96,1077191;96,1077191;;
East Asia & Pacific (excluding high income);EAP;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,62785813;95,74485585;95,88089364;96,02117594;96,15829983;96,291049;96,42137284;96,54895308;96,67527176;96,80002391;96,92275672;97,04348356;97,16342604;97,2825072;97,40084387;97,51829598;97,63684824;97,74993575;97,87087555;97,99768628;98,10873015;98,20457853;98,29759962;;
Early-demographic dividend;EAR;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,12403791;93,28946591;93,46104047;93,63664279;93,81479544;93,8987933;94,06411396;94,23007712;94,39342931;94,55459752;94,7156498;94,8771269;95,03854917;95,2012377;95,3652977;95,5818636;95,74329508;95,89805154;96,04993233;96,20152138;96,33926084;96,45329942;96,56749895;;
East Asia & Pacific;EAS;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,80347643;95,9121213;96,03901823;96,17012834;96,29934459;96,42493519;96,54890265;96,67097912;96,79225557;96,91171688;97,02906598;97,14469661;97,26000148;97,3744216;97,48829291;97,60147146;97,71515405;97,82357026;97,93980346;98,06195147;98,16874626;98,26022143;98,35002525;;
Europe & Central Asia (excluding high income);ECA;People using at least basic drinking water services, urban (% of urban population);SH.H2O.BASW.UR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,74988436;96,78965626;96,82740323;96,85554496;96,71890938;96,60812053;96,50309885;96,4065406;96,31541043;96,22923393;96,14909347;96,07471224;96,00407737;95,93334493;95,85782797;95,94437097;96,02318007;96,09743459;96,18062753;96,26783654;96,36438838;96,42452343;96,5207847;;
